TimeStamp,Select enzymes Step,AMSA Wash Step
2018-09-28 02:58,'',10.429
2018-09-28 03:13,5.068,''
2018-09-28 03:14,'',10.884
2018-09-28 03:29,5.249,''
2018-09-28 03:29,'',10.731
2018-09-28 03:44,5.049,''
2018-09-28 03:45,'',11.202
TimeStamp,Select enzymes Step,AMSA Wash Step
2018-10-01 16:26,6.027,''
2018-10-01 16:27,'',11.767
2018-10-01 16:42,5.469,''
2018-10-01 16:42,'',10.995
2018-10-01 16:57,5.659,''
2018-10-01 16:58,'',10.96
2018-10-01 17:13,5.657,''
2018-10-01 17:13,'',11.618
2018-10-01 17:28,5.715,''
2018-10-01 17:29,'',12.19
2018-10-01 17:44,5.567,''
2018-10-01 17:44,'',11.055
2018-10-01 17:59,5.618,''
2018-10-01 18:00,'',11.272
2018-10-01 18:15,5.473,''
2018-10-01 18:15,'',10.764
2018-10-01 18:30,5.626,''
2018-10-01 18:31,'',11.155
2018-10-01 18:46,6.275,''
2018-10-01 18:46,'',11.276
TimeStamp,Select enzymes Step,AMSA Wash Step
2018-10-02 18:56,5.708,''
2018-10-02 18:56,'',10.945
2018-10-02 19:12,5.542,''
2018-10-02 19:12,'',11.209
2018-10-02 19:27,5.58,''
2018-10-02 19:27,'',11.233
2018-10-02 19:43,5.423,''
2018-10-02 19:43,'',10.683
2018-10-02 19:58,5.904,''
2018-10-02 19:58,'',10.833
2018-10-02 20:14,5.578,''
2018-10-02 20:14,'',11.142
2018-10-02 20:29,6.454,''
2018-10-02 20:29,'',11.781
2018-10-02 20:45,5.667,''
2018-10-02 20:45,'',11.406
2018-10-02 21:00,5.591,''
2018-10-02 21:00,'',10.73
2018-10-02 21:16,5.644,''
2018-10-02 21:16,'',10.749
2018-10-02 21:31,5.704,''
2018-10-02 21:31,'',11.46
2018-10-02 21:47,5.805,''
2018-10-02 21:47,'',11.324
2018-10-02 22:03,28.29,''
2018-10-02 22:03,'',9.422
2018-10-02 22:18,5.373,''
2018-10-02 22:18,'',11.048
2018-10-02 22:33,5.471,''
2018-10-02 22:34,'',11.148
2018-10-02 22:49,5.158,''
2018-10-02 22:49,'',10.805
2018-10-02 23:04,5.217,''
2018-10-02 23:05,'',10.326
